day,run_id,audit_file,platform_id,record_seq,timestamp_utc,experiment_id,experiment_phase,semantic_intent_id,repetition_index,mission_index,concurrency_group_id,concurrent_peers,instruction_text,instruction_language,resolution_method,resolution_step,is_escalated,node_id,node_name,expected_node_id,nav_outcome,arrival_ok,xy_error_m,distance_traveled_m,start_x_m,start_y_m,start_yaw_rad,end_x_m,end_y_m,end_yaw_rad,amcl_converged,amcl_covariance_trace,resolve_ms,vlm_ms,nav_total_s,reroute_count,blocked_attempts,validation_allowed,validation_reason,confirmation_method,confirmation_signature_type,confirmed,confirmation_confidence,confirmation_parse_status,confirmation_prompt_md5,m3_promotion_triggered,m3_preferences_count,memory_status,digest_content_md5,digest_generated_at,memory_prefix_included,memory_prefix_chars,luminance_mean,image_start,image_start_md5,image_finish,image_finish_md5
day2_20260821,20260821_111905,day2_20260821/logs/audit_20260821_111905.jsonl,xplorer-b,1,2026-08-21T08:19:35.243+00:00,E3,,S8,1,1,,1,take me to the women restroom,en,L3a_deterministic,4,no,4,toilet_f,4,mission_complete,True,0.092,6.615,2.2574,1.5291,-1.6707,0.507,6.3082,-3.0154,True,0.032333,0.40340423583984375,0.0,27.84,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,137.87,day2_20260821/logs/20260821_111905/mission_1_toilet_f/start.jpg,5ae2230a7dd7a0d32af17ad1e29f7b25,day2_20260821/logs/20260821_111905/mission_1_toilet_f/finish.jpg,57b98292ab65ad471b217e796ecd1d76
day2_20260821,20260821_112007,day2_20260821/logs/audit_20260821_112007.jsonl,xplorer-b,1,2026-08-21T08:20:37.397+00:00,E3,,S9,1,1,,1,take me to the main entrance of lab CB203,en,L3a_deterministic,4,no,22,cb203_entrance,22,mission_complete,True,0.253,6.769,2.1793,1.6136,-1.5172,7.9559,1.5836,-0.0319,False,0.503756,0.5605220794677734,0.0,26.84,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,28736d6ebde0fc703cd8a746947d3db2,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,137.71,day2_20260821/logs/20260821_112007/mission_1_cb203_entrance/start.jpg,595df5022f809e2a397765b69c1e6e65,day2_20260821/logs/20260821_112007/mission_1_cb203_entrance/finish.jpg,8a728745aebf1ab260a0d826d57ccaf7
day2_20260821,20260821_112108,day2_20260821/logs/audit_20260821_112108.jsonl,xplorer-b,1,2026-08-21T08:21:51.769+00:00,E3,,S10,1,1,,1,take me to the exit of lab CB203,en,L3a_deterministic,4,no,23,cb203_exit,23,mission_complete,True,0.376,7.989,2.2553,1.5949,-1.7007,7.9197,3.9207,3.1387,True,0.161502,0.5278587341308594,0.0,40.62,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,9efebdf987690cc50e83bedb3d2d5bc2,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,134.7,day2_20260821/logs/20260821_112108/mission_1_cb203_exit/start.jpg,8c3347af0913a45a6461ba474701b8ea,day2_20260821/logs/20260821_112108/mission_1_cb203_exit/finish.jpg,e5e28777330a208c80b7ebf7bd637964
day2_20260821,20260821_112225,day2_20260821/logs/audit_20260821_112225.jsonl,xplorer-b,1,2026-08-21T08:22:41.776+00:00,E3,,S1,3,1,,1,go to a place to take a short break for personal needs,en,L3a_m3_preference,0,no,0,toilet_m,0,mission_complete,True,0.249,3.067,2.3016,1.555,-1.7121,0.7474,0.0291,-3.0904,True,0.043732,0.1304149627685547,0.0,14.0,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,137.19,day2_20260821/logs/20260821_112225/mission_1_toilet_m/start.jpg,dc7cccd6a96032246f09b8bb383ba431,day2_20260821/logs/20260821_112225/mission_1_toilet_m/finish.jpg,dcb4a0f023f467b3f3fcd639ec42fc1b
day2_20260821,20260821_112314,day2_20260821/logs/audit_20260821_112314.jsonl,xplorer-b,1,2026-08-21T08:24:01.556+00:00,E3,,S10,2,1,,1,take me to the exit of lab CB203,en,L3a_deterministic,4,no,23,cb203_exit,23,mission_complete,True,2.164,7.873,1.964,1.5731,-1.4131,7.2664,5.6228,-1.735,True,0.031338,0.4184246063232422,0.0,40.45,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,9efebdf987690cc50e83bedb3d2d5bc2,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,134.71,day2_20260821/logs/20260821_112314/mission_1_cb203_exit/start.jpg,be18b4c52c45cd378419e166bde76dcd,day2_20260821/logs/20260821_112314/mission_1_cb203_exit/finish.jpg,4a4e4caa4b6d634f89204cff1b33fa88
day2_20260821,20260821_112534,day2_20260821/logs/audit_20260821_112534.jsonl,xplorer-b,1,2026-08-21T08:26:14.641+00:00,E3,,S9,2,1,,1,take me to the main entrance of lab CB203,en,L3a_deterministic,4,no,22,cb203_entrance,22,mission_complete,True,0.216,9.092,2.3024,1.6786,-1.7672,8.0042,1.7423,0.1378,True,0.117512,0.5383491516113281,0.0,34.82,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,28736d6ebde0fc703cd8a746947d3db2,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,131.55,day2_20260821/logs/20260821_112534/mission_1_cb203_entrance/start.jpg,d6a95dbf04f6a1cf16ef348be56bf4a8,day2_20260821/logs/20260821_112534/mission_1_cb203_entrance/finish.jpg,3d64a642c391045ba9fb02ca5343e28d
day2_20260821,20260821_112657,day2_20260821/logs/audit_20260821_112657.jsonl,xplorer-b,1,2026-08-21T08:27:32.180+00:00,E3,,S8,2,1,,1,take me to the women restroom,en,L3a_deterministic,4,no,4,toilet_f,4,mission_complete,True,0.135,7.005,2.604,1.5666,-1.8225,0.599,6.3081,3.0887,True,0.028058,0.9603500366210938,0.0,28.9,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,131.52,day2_20260821/logs/20260821_112657/mission_1_toilet_f/start.jpg,d4f5abb35bed1acbc7468a56a510a0a6,day2_20260821/logs/20260821_112657/mission_1_toilet_f/finish.jpg,d44d452c7be8d098395ec22f1e38ffa8
day2_20260821,20260821_112757,day2_20260821/logs/audit_20260821_112757.jsonl,xplorer-b,1,2026-08-21T08:28:46.958+00:00,E3,,S7,2,1,,1,navigate to window_north,en,L3a_deterministic,3,no,14,plant_5,14,mission_complete,True,0.279,11.256,,,,6.7203,5.179,1.6007,True,0.200751,0.7281303405761719,0.0,46.62,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,ace89171863277f13e882160d6034536,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,139.8,day2_20260821/logs/20260821_112757/mission_1_plant_5/start.jpg,b0635093b4883541be04fd9a662b347d,day2_20260821/logs/20260821_112757/mission_1_plant_5/finish.jpg,4142ac3895426c9c96e3cac04d6f12c5
day2_20260821,20260821_112926,day2_20260821/logs/audit_20260821_112926.jsonl,xplorer-b,1,2026-08-21T08:30:25.861+00:00,E3,,S6,2,1,,1,go to lab_chair,en,L3a_deterministic,3,no,15,junction_e1,15,mission_complete,True,0.423,10.921,,,,6.172,4.9906,1.5901,True,0.111157,0.3552436828613281,0.0,56.96,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,False,MEDIUM,ok,de180d6fd3375e3f85159f2b90d031ab,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,140.08,day2_20260821/logs/20260821_112926/mission_1_junction_e1/start.jpg,106b03c58612dc60a8881953d7f94207,day2_20260821/logs/20260821_112926/mission_1_junction_e1/finish.jpg,d81eefd5b762bc7d7834e4ea4dffb9c5
day2_20260821,20260821_113110,day2_20260821/logs/audit_20260821_113110.jsonl,xplorer-b,1,2026-08-21T08:32:23.133+00:00,E3,,S5,2,1,,1,take me to the nearest plant,en,L3a_deterministic,6,no,19,plant_3,,mission_complete,True,0.175,7.972,2.4026,1.5309,-1.5784,6.6547,-0.7596,-1.5295,True,0.05958,0.5192756652832031,0.0,69.85,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,35a4edab17bfe1c82d8bc853388d482d,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,145.04,day2_20260821/logs/20260821_113110/mission_1_plant_3/start.jpg,5d800c6e2005dec73ab9e899e8b2a012,day2_20260821/logs/20260821_113110/mission_1_plant_3/finish.jpg,2b187ed6a123c6c37ac0a996dfc84c03
day2_20260821,20260821_113258,day2_20260821/logs/audit_20260821_113258.jsonl,xplorer-b,1,2026-08-21T08:33:26.584+00:00,E3,,S4,2,1,,1,take me to cb204,en,L3a_deterministic,2,no,5,cb204,5,mission_complete,True,0.217,3.405,2.218,1.6597,-1.6866,2.316,4.6167,1.4627,True,0.07936,0.38909912109375,0.0,24.57,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,139.08,day2_20260821/logs/20260821_113258/mission_1_cb204/start.jpg,9962eb5fe26a8b0816ee5e07006e3ef9,day2_20260821/logs/20260821_113258/mission_1_cb204/finish.jpg,38785aa6803bf756b526b78700e0d886
day2_20260821,20260821_113407,day2_20260821/logs/audit_20260821_113407.jsonl,xplorer-b,1,2026-08-21T08:34:55.656+00:00,E3,,S3o,2,1,,1,"It is too hot in here, take me somewhere I can get some fresh air",en,L3a_m3_preference,0,no,14,plant_5,14,mission_complete,True,0.241,11.825,,,,6.6998,5.2106,1.5069,True,0.120791,0.14734268188476562,0.0,44.97,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,ace89171863277f13e882160d6034536,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,140.97,day2_20260821/logs/20260821_113407/mission_1_plant_5/start.jpg,bc0d7c5452e7bbbd8fc808374a76bf58,day2_20260821/logs/20260821_113407/mission_1_plant_5/finish.jpg,5429c3f7849cbf736f9b5989206a7435
day2_20260821,20260821_113529,day2_20260821/logs/audit_20260821_113529.jsonl,xplorer-b,1,2026-08-21T08:35:56.856+00:00,E3,,S3,2,1,,1,Take me somewhere I can sit and relax,en,L3a_m3_preference,0,no,9,radiator,9,mission_complete,True,0.177,4.789,2.3066,1.5644,-1.6696,4.6683,-0.7456,-1.4833,True,0.036284,0.13184547424316406,0.0,24.41,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,e089c782ec4bc1b920c344141b688498,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,139.31,day2_20260821/logs/20260821_113529/mission_1_radiator/start.jpg,8a922ae9dddbc930b4af5422dafed6d1,day2_20260821/logs/20260821_113529/mission_1_radiator/finish.jpg,d214f537166c2e4ac889743925b802e3
day2_20260821,20260821_113623,day2_20260821/logs/audit_20260821_113623.jsonl,xplorer-b,1,2026-08-21T08:36:40.817+00:00,E3,,S2,2,1,,1,"the washroom got on fire, help me find something to stop the fire",en,L3a_m3_preference,0,no,8,cb202,8,mission_complete,True,0.253,1.723,2.1955,1.6352,-1.7044,2.2449,0.2486,-1.4997,True,0.056894,0.13065338134765625,0.0,14.3,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,1e750e376384b9018b536a1728d123ae,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,137.28,day2_20260821/logs/20260821_113623/mission_1_cb202/start.jpg,747aba563fe239b1b3332c937331c5f2,day2_20260821/logs/20260821_113623/mission_1_cb202/finish.jpg,b695a3a228e8277e7145fb160f915d95
day2_20260821,20260821_113656,day2_20260821/logs/audit_20260821_113656.jsonl,xplorer-b,1,2026-08-21T08:37:15.144+00:00,E3,,S1,2,1,,1,go to a place to take a short break for personal needs,en,L3a_m3_preference,0,no,0,toilet_m,0,mission_complete,True,0.22,3.406,2.1976,1.5539,-1.606,0.6052,0.1934,3.0761,True,0.057356,0.12254714965820312,0.0,14.45,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,143.62,day2_20260821/logs/20260821_113656/mission_1_toilet_m/start.jpg,b139db7b1a25368238693ba32aa8b406,day2_20260821/logs/20260821_113656/mission_1_toilet_m/finish.jpg,745cb834ac31e380f209ad23d8070832
day2_20260821,20260821_113738,day2_20260821/logs/audit_20260821_113738.jsonl,xplorer-b,1,2026-08-21T08:37:52.414+00:00,E3,,S1,4,1,,1,go to a place to take a short break for personal needs,en,L3a_m3_preference,0,no,0,toilet_m,0,mission_complete,True,0.228,3.392,,,,0.7281,0.0015,3.0657,True,0.048681,0.13780593872070312,0.0,11.68,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,140.31,day2_20260821/logs/20260821_113738/mission_1_toilet_m/start.jpg,e79e445e298113e2b7f2fde011938f2b,day2_20260821/logs/20260821_113738/mission_1_toilet_m/finish.jpg,37da0aa74585a050ea537a553c30c906
day2_20260821,20260821_115152,day2_20260821/logs/audit_20260821_115152.jsonl,xplorer-c,1,2026-08-21T08:52:33.976+00:00,E3,,S1,1,1,,1,go to a place to take a short break for personal needs,en,L3a_m3_preference,0,no,0,toilet_m,0,mission_complete,True,0.192,3.636,2.2341,2.0138,-1.6126,0.5674,0.1796,-3.1263,True,0.053824,0.2570152282714844,0.0,37.82,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,139.07,day2_20260821/logs/20260821_115152/mission_1_toilet_m/start.jpg,2de324b7cf9b02e08f17eed4d2f7b8c7,day2_20260821/logs/20260821_115152/mission_1_toilet_m/finish.jpg,18c4811c53abca8824bc16436eb6d2b3
day2_20260821,20260821_115254,day2_20260821/logs/audit_20260821_115254.jsonl,xplorer-c,1,2026-08-21T08:53:18.055+00:00,E3,,S2,1,1,,1,"the washroom got on fire, help me find something to stop the fire",en,L3a_m3_preference,0,no,8,cb202,8,mission_complete,True,0.207,1.766,2.315,1.7508,-1.5901,2.1886,0.2071,-1.6081,True,0.041049,0.12826919555664062,0.0,18.54,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,1e750e376384b9018b536a1728d123ae,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,134.25,day2_20260821/logs/20260821_115254/mission_1_cb202/start.jpg,4c741ca84c10dea210fc6ec8305ef715,day2_20260821/logs/20260821_115254/mission_1_cb202/finish.jpg,8db2c3a3be3d7d2c02031e06b5bdec96
day2_20260821,20260821_115341,day2_20260821/logs/audit_20260821_115341.jsonl,xplorer-c,1,2026-08-21T08:54:09.231+00:00,E3,,S3,1,1,,1,Take me somewhere I can sit and relax,en,L3a_m3_preference,0,no,9,radiator,9,mission_complete,True,0.188,4.497,2.2063,1.631,-1.4934,4.3963,-0.6426,-1.497,True,0.030358,0.12969970703125,0.0,25.3,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,e089c782ec4bc1b920c344141b688498,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,132.91,day2_20260821/logs/20260821_115341/mission_1_radiator/start.jpg,8c2ca1cfacfaa22401a503d780d70ca2,day2_20260821/logs/20260821_115341/mission_1_radiator/finish.jpg,c50f5ac127a94435beb606eee762bd08
day2_20260821,20260821_115538,day2_20260821/logs/audit_20260821_115538.jsonl,xplorer-c,1,2026-08-21T08:56:24.681+00:00,E3,,S3o,1,1,,1,"It is too hot in here, take me somewhere I can get some fresh air",en,L3a_m3_preference,0,no,14,plant_5,14,mission_complete,True,0.186,8.506,2.2333,1.6755,-1.6667,6.5605,5.2143,1.4307,True,0.135194,0.13399124145507812,0.0,40.33,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,ace89171863277f13e882160d6034536,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,141.6,day2_20260821/logs/20260821_115538/mission_1_plant_5/start.jpg,93419fd6e2d55e380fb91613da475ed5,day2_20260821/logs/20260821_115538/mission_1_plant_5/finish.jpg,b3f053c8f31417463f13af123924d4b0
day2_20260821,20260821_115711,day2_20260821/logs/audit_20260821_115711.jsonl,xplorer-c,1,2026-08-21T08:57:39.015+00:00,E3,,S4,1,1,,1,take me to cb204,en,L3a_deterministic,2,no,5,cb204,5,mission_complete,True,0.217,3.642,,,,2.2234,4.5844,1.5551,True,0.057784,0.4322528839111328,0.0,25.12,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,f594f968a1a3fef04c3095d9df17baa9,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,128.55,day2_20260821/logs/20260821_115711/mission_1_cb204/start.jpg,af503a4decf5962b3e639cdb190fcb92,day2_20260821/logs/20260821_115711/mission_1_cb204/finish.jpg,db0120370772d84d3d4ab0fbe8d7f387
day2_20260821,20260821_115814,day2_20260821/logs/audit_20260821_115814.jsonl,xplorer-c,1,2026-08-21T08:58:52.819+00:00,E3,,S5,1,1,,1,take me to the nearest plant,en,L3a_deterministic,6,no,19,plant_3,,mission_complete,True,0.161,6.485,2.2917,1.6944,-1.6298,6.4931,-0.7499,-1.4598,True,0.043581,0.3886222839355469,0.0,33.16,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,False,MEDIUM,ok,35a4edab17bfe1c82d8bc853388d482d,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,139.06,day2_20260821/logs/20260821_115814/mission_1_plant_3/start.jpg,3ce7d68d15719cb99f93908efd9cbf2f,day2_20260821/logs/20260821_115814/mission_1_plant_3/finish.jpg,ac9fd453ecf57b7547e7799a143f8f8b
day2_20260821,20260821_115924,day2_20260821/logs/audit_20260821_115924.jsonl,xplorer-c,1,2026-08-21T09:00:24.637+00:00,E3,,S6,1,1,,1,go to lab_chair,en,L3a_deterministic,3,no,15,junction_e1,15,mission_complete,True,0.206,8.023,2.3123,1.592,-1.583,6.3488,4.8455,1.5591,True,0.115234,0.30541419982910156,0.0,55.11,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,de180d6fd3375e3f85159f2b90d031ab,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,143.62,day2_20260821/logs/20260821_115924/mission_1_junction_e1/start.jpg,3f7312eed7ca65314eab889c64e4b947,day2_20260821/logs/20260821_115924/mission_1_junction_e1/finish.jpg,0d1a04a07e17613d1a5f9902ecb472d4
day2_20260821,20260821_120124,day2_20260821/logs/audit_20260821_120124.jsonl,xplorer-c,1,2026-08-21T09:02:20.871+00:00,E3,,S7,1,1,,1,navigate to window_north,en,L3a_deterministic,3,no,14,plant_5,14,mission_complete,True,0.194,8.461,2.4603,1.6457,-1.5817,6.5823,5.2085,1.5178,True,0.12021,0.34546852111816406,0.0,53.79,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,ace89171863277f13e882160d6034536,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,135.05,day2_20260821/logs/20260821_120124/mission_1_plant_5/start.jpg,f6d052bb134097ace646cc69bd3a00e3,day2_20260821/logs/20260821_120124/mission_1_plant_5/finish.jpg,0fc7ce2639a35df448b9d3442e0d5873
day2_20260821,20260821_120305,day2_20260821/logs/audit_20260821_120305.jsonl,xplorer-c,1,2026-08-21T09:03:40.479+00:00,E3,,S8,1,1,,1,take me to the women restroom,en,L3a_deterministic,4,no,4,toilet_f,4,mission_complete,True,0.111,6.605,2.6548,1.6819,-1.5011,0.5894,6.3344,-3.0508,True,0.030516,0.4646778106689453,0.0,30.17,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,133.21,day2_20260821/logs/20260821_120305/mission_1_toilet_f/start.jpg,ecaa6c96d5ac7fc0bc84d9f579957955,day2_20260821/logs/20260821_120305/mission_1_toilet_f/finish.jpg,46a653476b43e9e12579d41c7a255116
day2_20260821,20260821_120446,day2_20260821/logs/audit_20260821_120446.jsonl,xplorer-c,1,2026-08-21T09:05:40.315+00:00,E3,,S9,1,1,,1,take me to the main entrance of lab CB203,en,L3a_deterministic,4,no,22,cb203_entrance,22,mission_complete,True,0.293,7.123,2.1349,1.7278,-1.3406,8.0415,1.4041,-0.0321,True,0.182645,0.4966259002685547,0.0,51.62,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,28736d6ebde0fc703cd8a746947d3db2,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,135.3,day2_20260821/logs/20260821_120446/mission_1_cb203_entrance/start.jpg,7d59b0e9f9f05f40d21ec018dfaa8b31,day2_20260821/logs/20260821_120446/mission_1_cb203_entrance/finish.jpg,fa18cb6397d9f9bfb8a1d34e50c39c9d
day2_20260821,20260821_120634,day2_20260821/logs/audit_20260821_120634.jsonl,xplorer-c,1,2026-08-21T09:07:18.002+00:00,E3,,S10,1,1,,1,take me to the exit of lab CB203,en,L3a_deterministic,4,no,23,cb203_exit,23,mission_complete,True,0.332,7.864,2.5913,1.7726,-1.412,7.8833,3.5701,-2.9519,True,0.071963,0.4267692565917969,0.0,39.5,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,9efebdf987690cc50e83bedb3d2d5bc2,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,130.81,day2_20260821/logs/20260821_120634/mission_1_cb203_exit/start.jpg,3542a3cca9837663cb2db0232d77cdd7,day2_20260821/logs/20260821_120634/mission_1_cb203_exit/finish.jpg,48d17cae7f43b2e11d519efde07487c6
day2_20260821,20260821_120808,day2_20260821/logs/audit_20260821_120808.jsonl,xplorer-c,1,2026-08-21T09:08:34.970+00:00,E3,,S1,3,1,,1,go to a place to take a short break for personal needs,en,L3a_m3_preference,0,no,0,toilet_m,0,mission_complete,True,0.142,3.921,2.6975,1.5443,-1.5201,0.5275,0.1395,3.1058,True,0.035154,0.16117095947265625,0.0,23.31,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,True,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,135.17,day2_20260821/logs/20260821_120808/mission_1_toilet_m/start.jpg,66fbfd78a117526a646f03496ba04e9b,day2_20260821/logs/20260821_120808/mission_1_toilet_m/finish.jpg,7d0c653b1da9922e08c95035d14ca773
day2_20260821,20260821_120902,day2_20260821/logs/audit_20260821_120902.jsonl,xplorer-c,1,2026-08-21T09:09:48.859+00:00,E3,,S10,2,1,,1,take me to the exit of lab CB203,en,L3a_deterministic,4,no,23,cb203_exit,23,mission_complete,True,0.271,8.06,2.2329,1.6379,-1.4195,7.954,3.5573,-2.9325,True,0.047354,0.4634857177734375,0.0,40.78,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,9efebdf987690cc50e83bedb3d2d5bc2,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,139.87,day2_20260821/logs/20260821_120902/mission_1_cb203_exit/start.jpg,051ac06a104903d940a95268288263a3,day2_20260821/logs/20260821_120902/mission_1_cb203_exit/finish.jpg,7f3b894f5d14641524894a8ac8eb12d3
day2_20260821,20260821_121016,day2_20260821/logs/audit_20260821_121016.jsonl,xplorer-c,1,2026-08-21T09:10:48.785+00:00,E3,,S9,2,1,,1,take me to the main entrance of lab CB203,en,L3a_deterministic,4,no,22,cb203_entrance,22,mission_complete,True,0.16,6.488,,,,8.0422,1.622,-0.0003,True,0.136317,0.4794597625732422,0.0,28.63,0,[],True,ALLOW: all checks passed,vlm_contextual,contextual,True,HIGH,ok,28736d6ebde0fc703cd8a746947d3db2,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,137.66,day2_20260821/logs/20260821_121016/mission_1_cb203_entrance/start.jpg,e8aa35204982b43965e5cde850761e84,day2_20260821/logs/20260821_121016/mission_1_cb203_entrance/finish.jpg,2fcd8e86ab47c96da802cfaaccbbe734
day2_20260821,20260821_121153,day2_20260821/logs/audit_20260821_121153.jsonl,xplorer-c,1,2026-08-21T09:12:26.180+00:00,E3,,S8,2,1,,1,take me to the women restroom,en,L3a_deterministic,4,no,4,toilet_f,4,mission_complete,True,0.1,6.535,2.5785,1.6973,-1.5323,0.5833,6.3442,-2.992,True,0.036179,0.3540515899658203,0.0,28.76,0,[],True,ALLOW: all checks passed,pose_based,none,True,HIGH,,,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,136.03,day2_20260821/logs/20260821_121153/mission_1_toilet_f/start.jpg,7e9fa25368676d259448b8a429887183,day2_20260821/logs/20260821_121153/mission_1_toilet_f/finish.jpg,68e0355670304acc1d9d10de7888090a
day2_20260821,20260821_121300,day2_20260821/logs/audit_20260821_121300.jsonl,xplorer-c,1,2026-08-21T09:13:41.405+00:00,E3,,S7,2,1,,1,navigate to window_north,en,L3a_deterministic,3,no,14,plant_5,14,mission_complete,True,0.098,8.457,2.2876,1.6949,-1.4522,6.5611,5.3031,1.4203,True,0.138305,0.354766845703125,0.0,37.93,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,ace89171863277f13e882160d6034536,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,138.03,day2_20260821/logs/20260821_121300/mission_1_plant_5/start.jpg,fa216e0ad60bc476ec5229c55add00a3,day2_20260821/logs/20260821_121300/mission_1_plant_5/finish.jpg,f28d017ae892e14a925b21339ad6dcdb
day2_20260821,20260821_121432,day2_20260821/logs/audit_20260821_121432.jsonl,xplorer-c,1,2026-08-21T09:15:31.353+00:00,E3,,S6,2,1,,1,go to lab_chair,en,L3a_deterministic,3,no,15,junction_e1,15,mission_complete,True,0.153,7.666,2.4885,1.6853,-1.6001,6.4019,4.7626,1.5351,True,0.119122,0.2791881561279297,0.0,36.11,0,[],True,ALLOW: all checks passed,vlm_landmark,landmark,True,HIGH,ok,de180d6fd3375e3f85159f2b90d031ab,False,6,loaded,0fd61f9e82e8fe6991f0311014384e0c,2026-04-23T10:19:36.377832Z,True,460,130.04,day2_20260821/logs/20260821_121432/mission_1_junction_e1/start.jpg,1a8ff6e49874364fa9e90a061adbd7a2,day2_20260821/logs/20260821_121432/mission_1_junction_e1/finish.jpg,6d7b5242e762d814f0a81a70ca3cb2a3
